uid,iid,score,time
7,1889,4,216
7,1890,3,0
7,1892,3,299
7,1894,4,2
7,1899,4,1
7,1901,3,1
7,1902,4,0
7,1903,3,0
7,1905,5,730
7,1913,4,1
7,1914,4,5
7,1916,4,1137
7,1920,3,0
7,1921,5,1
7,1922,4,1172
7,1924,4,5
7,1927,4,2
7,1928,3,1
7,1934,3,1
7,1937,3,3
7,1939,5,1
7,1946,5,3
7,1947,4,2
7,1949,3,1
7,1951,5,730
7,1953,3,2
7,1957,3,299
7,1958,3,1
7,1959,5,0
7,1967,3,1
7,1969,4,1224
7,1971,3,1
7,1973,3,1
7,1974,3,0
7,1975,3,2
7,1976,4,3
7,1980,4,1
7,1982,4,1222
7,1993,4,0
7,1998,5,1075
7,1999,5,1
7,2001,3,1
7,2002,4,1
7,2006,3,1
7,2011,3,1043
7,2020,3,0
7,2021,3,1
7,2025,4,1128
7,2026,3,1
7,2031,5,1115
7,2032,3,1
7,2038,3,2
7,2039,5,1215
7,2040,3,1
7,2041,4,1128
7,2042,5,0
7,2043,4,900
7,2047,3,0
7,2051,4,1
7,2060,5,1
7,2062,3,1
7,2065,4,0
7,2066,3,1
7,2072,4,226
7,2074,5,0
7,2077,4,1043
7,2079,3,7
7,2082,3,0
7,2083,5,1322
7,2089,5,1
7,2090,3,5
7,2094,4,1235
7,2095,5,695
7,2097,5,730
7,2098,3,3
7,2102,3,1
7,2105,5,1137
7,2106,4,5
7,2116,4,239
7,2117,4,1075
7,2121,5,1052
7,2124,4,1137
7,2125,4,0
7,2126,4,5
7,2128,2,1
7,2129,3,5
7,2134,3,0
7,2136,3,299
7,2137,4,6
7,2138,4,2
7,2139,3,2
7,2147,5,1076
7,2148,4,1
7,2151,4,1043
7,2152,4,1
7,2155,3,1
7,2164,5,1172
7,2166,3,1043
7,2167,4,0
7,2169,3,5
7,2177,3,3
7,2179,3,239
7,2182,5,665
7,2189,4,1043
7,2190,5,0
7,2192,4,0
7,2197,3,3
7,2199,4,6
7,2200,4,1
7,2202,3,1
7,2203,5,2
7,2211,3,3
7,2212,3,2
7,2214,3,1043
7,2217,3,6
7,2220,5,5
7,2223,5,871
7,2225,3,0
7,2231,4,3
7,2239,4,2
7,2241,3,1043
7,2245,3,1
7,2255,3,5
7,2260,3,1
7,2261,4,1151
7,2265,3,3
7,2266,4,1
7,2268,3,1
7,2270,4,5
7,2272,3,1
7,2274,3,23
7,2279,4,239
7,2280,4,1167
7,2286,4,1
7,2288,3,1
7,2289,3,0
7,2290,4,0
7,2292,4,5
7,2298,3,1
7,2300,4,0
7,2303,5,730
7,2309,3,5
7,2310,4,0
7,2313,2,3
7,2315,3,2
7,2317,5,717
7,2325,3,0
7,2329,3,1
7,2333,4,2
7,2335,3,1
7,2345,4,1
7,2346,3,1
7,2349,4,1207
7,2353,4,0
7,2354,4,1141
7,2358,4,1
7,2359,4,3
7,2360,4,1043
7,2361,3,3
7,2362,4,0
7,2364,4,1128
7,2365,5,1
7,2367,3,6
7,2370,3,1
7,2374,3,6
7,2375,4,730
7,2376,4,1
7,2377,5,5
7,2382,4,0
7,2384,4,701
7,2387,4,1043
7,2391,4,20
7,2392,4,1137
7,2393,3,1
7,2395,4,2
7,2397,5,3
7,2399,3,1
7,2410,4,5
7,2412,3,1
7,2414,3,1
7,2415,4,6
7,2419,3,5
7,2420,4,1043
7,2422,4,1
7,2425,4,3
7,2432,3,261
7,2434,5,1
7,2435,3,1
7,2444,3,5
7,2445,4,0
7,2447,4,0
7,2449,3,299
7,2450,5,0
7,2452,5,0
7,2456,5,3
7,2457,3,6
7,2461,4,1091
7,2475,4,1133
7,2483,2,3
7,2484,3,3
7,2486,4,1
7,2488,4,666
7,2493,3,1
7,2495,4,5
7,2497,4,1172
7,2498,4,669
7,2504,3,2
7,2506,5,1144
7,2507,3,5
7,2511,3,1322
7,2514,3,1
7,2516,4,666
7,2518,3,1
7,2519,4,239
7,2523,3,0
7,2526,4,52
7,2527,5,3
7,2528,3,2
7,2534,3,1
7,2537,3,239
7,2540,4,1230
7,2542,4,1
7,2545,4,1075
7,2548,4,7
7,2549,3,1
7,2551,2,3
7,2552,3,20
7,2553,5,5
7,2555,4,5
7,2558,3,5
7,2559,5,304
7,2560,3,10
7,2561,4,1
7,2562,4,1115
7,2566,3,1
7,2569,3,3
7,2572,3,6
7,2574,5,1128
7,2575,3,5
7,2577,5,0
7,2581,4,5
7,2583,4,0
7,2585,4,0
7,2586,3,1043
7,2587,3,5
7,2588,4,0
7,2591,3,1
7,2592,3,5
7,2593,3,239
7,2594,4,1
7,2602,3,5
7,2609,5,1091
7,2610,3,1
7,2616,3,3
7,2619,5,0
7,2624,3,304
7,2625,4,1254
7,2626,3,52
7,2628,3,0
7,2630,3,0
7,2635,5,1076
7,2637,5,0
7,2638,4,684
7,2641,4,1
7,2645,4,7
7,2652,3,5
7,2653,4,1137
7,2659,3,1
7,2666,3,1
7,2668,3,304
7,2669,2,3
7,2678,4,2
7,2680,4,735
7,2681,3,3
7,2682,3,299
7,2685,3,1
7,2688,4,1043
7,2691,3,701
7,2692,3,1
7,2695,4,1
7,2702,4,299
7,2705,5,0
7,2706,5,239
7,2710,4,669
7,2711,2,1043
7,2714,3,1
7,2715,5,239
7,2719,3,299
7,2720,5,730
7,2721,5,0
7,2723,3,2
7,2725,5,1
7,2727,3,299
7,2729,3,1
7,2731,3,0
7,2737,5,1217
7,2740,4,669
7,2743,4,1
7,2749,3,304
7,2750,3,3
7,2755,5,0
7,2758,3,0
7,2760,2,0
7,2762,4,1043
7,2763,4,1091
7,2773,4,5
7,2777,4,15
7,2782,2,2
7,2787,3,0
7,2788,3,0
7,2789,3,3
7,2791,3,239
7,2792,4,1043
7,2793,3,1
7,2795,3,5
7,2799,5,669
7,2801,5,1322
7,2802,5,669
7,2805,3,1240
7,2812,3,1
7,2813,1,0
7,2815,3,3
7,2819,3,2
7,2820,2,0
7,2822,4,20
7,2826,3,1
7,2827,3,1
7,2828,5,1167
7,2829,4,0
7,2830,4,250
7,2832,3,1
7,2834,4,0
7,2835,5,1
7,2837,4,2
7,2840,3,2
7,2841,5,1128
7,2842,2,3
7,2845,2,0
7,2846,4,2
7,2848,3,0
7,2854,4,695
7,2856,3,0
7,2857,4,0
7,2858,5,239
7,2859,3,7
7,2862,3,1
7,2863,4,23
7,2865,3,1
7,2872,4,49
7,2873,4,0
7,2882,4,1342
7,2883,3,1
7,2884,4,0
7,2886,5,1
7,2888,5,1137
7,2892,4,1324
7,2894,3,1
7,2896,5,0
7,2899,3,1
7,2901,5,1
7,2906,4,1
7,2913,4,1128
7,2916,3,6
7,2917,3,1
7,2918,4,103
7,2921,3,0
7,2928,3,1
7,2934,4,0
7,2935,3,1
7,2937,3,0
7,2942,3,299
7,2946,3,1
7,2950,3,1
7,2954,3,5
7,2955,5,239
7,2957,2,1
7,2961,5,1
7,2962,4,1133
7,2965,3,1
7,2966,4,0
7,2969,4,1
7,2970,5,701
7,2972,4,1172
7,2976,3,1
7,2978,3,1
7,2980,4,7
7,2984,4,0
7,2985,5,724
7,2987,5,1
7,2990,3,1
7,2991,4,1
7,2995,3,6
7,2998,3,1131
7,2999,4,0
7,3002,3,3
7,3007,5,5
7,3008,3,1
7,3010,3,232
7,3014,5,1
7,3015,5,0
7,3016,3,1052
7,3023,4,1091
7,3025,5,0
7,3027,2,0
7,3028,2,6
7,3029,3,0
7,3031,3,1
7,3033,3,0
7,3034,4,2
7,3037,3,5
7,3039,4,2
7,3044,5,299
7,3045,3,2
7,3047,3,3
7,3052,4,1
7,3053,4,1205
7,3055,4,3
7,3062,5,3
7,3064,5,734
7,3066,5,1043
7,3070,4,688
7,3072,4,0
7,3078,4,0
7,3079,3,1
7,3083,3,2
7,3084,3,5
7,3085,3,5
7,3086,4,701
7,3087,4,239
7,3089,3,1
7,3090,4,1
7,3091,4,0
7,3092,4,1
7,3095,5,0
7,3096,3,1
7,3099,3,6
7,3100,4,730
7,3101,3,6
7,3117,5,1
7,3123,3,3
7,3125,3,3
7,3127,4,1128
7,3128,4,1043
7,3133,3,3
7,3134,3,0
7,3135,2,5
7,3136,4,0
7,3137,4,1115
7,3138,4,1
7,3140,3,1
7,3141,4,1
7,3142,4,1138
7,3145,5,0
7,3148,3,0
7,3155,4,1
7,3160,3,0
7,3161,4,1101
7,3162,3,1
7,3167,4,1322
7,3171,4,695
7,3173,3,1
7,3175,2,1
7,3176,5,840
7,3177,5,1
7,3179,2,0
7,3180,3,2
7,3181,3,2
7,3185,5,2
7,3186,4,695
7,3187,3,1
7,3193,3,0
7,3199,4,304
7,3203,3,1
7,3207,5,730
7,3208,5,6
7,3212,5,730
7,3216,4,299
7,3220,3,1
7,3224,2,0
7,3225,4,15
7,3227,3,0
7,3231,5,2
7,3235,3,0
7,3237,4,701
7,3238,3,1
7,3240,4,0
7,3241,4,250
7,3243,3,0
7,3244,4,1129
7,3245,3,0
7,3248,5,1
7,3249,3,1
7,3251,3,2
7,3253,4,1
7,3254,3,5
7,3255,3,1
7,3259,3,1
7,3264,3,3
7,3265,5,1084
7,3266,5,1
7,3268,3,3
7,3269,5,1
7,3271,4,1161
7,3273,3,1
7,3282,3,1
7,3290,4,3
7,3292,4,1283
7,3307,3,5
7,3313,4,1
7,3314,4,2
7,3317,3,3
7,3322,3,1
7,3324,4,20
7,3326,5,1
7,3328,3,239
7,3333,4,1043
7,3334,3,1
7,3339,3,1
7,3343,5,3
7,3348,5,730
7,3349,3,0
7,3350,3,1075
7,3353,3,239
7,3356,2,3
7,3357,3,10
7,3364,4,1
7,3370,4,1
7,3372,3,1
7,3374,3,1
7,3379,3,0
7,3381,5,0
7,3383,4,900
7,3384,4,1128
7,3388,4,299
7,3389,3,1
7,3390,4,664
7,3391,4,0
7,3395,5,717
7,3397,4,660
7,3399,5,261
7,3401,3,239
7,3404,3,1
7,3405,3,7
7,3406,5,1101
7,3410,5,5
7,3414,3,3
7,3416,5,1043
7,3417,4,3
7,3421,5,1
7,3422,5,1
7,3423,5,1
7,3428,4,0
7,3430,5,1052
7,3432,4,0
7,3440,5,1154
7,3441,5,0
7,3445,5,1232
7,3447,2,0
7,3453,4,1
7,3454,3,5
7,3455,3,2
7,3458,3,1
7,3459,2,6
7,3465,5,0
7,3466,5,1
7,3467,4,1043
7,3469,3,5
7,3474,3,5
7,3478,4,1
7,3483,3,5
7,3486,4,2
7,3490,4,730
7,3493,4,900
7,3497,5,1
7,3498,3,730
7,3500,5,1
7,3502,4,239
7,3507,4,2
7,3511,2,0
7,3516,5,2
7,3518,3,3
7,3519,3,1
7,3521,4,0
7,3523,4,1043
7,3525,4,701
7,3526,3,7
7,3533,3,1
7,3537,3,1240
7,3543,4,669
7,3544,3,0
7,3545,3,1
7,3547,3,0
7,3549,3,1
7,3557,5,1151
7,3558,4,1128
7,3561,3,0
7,3564,5,216
7,3566,3,665
7,3571,4,669
7,3572,5,0
7,3574,3,1
7,3576,3,239
7,3579,4,1322
7,3580,3,1
7,3581,3,0
7,3586,3,3
7,3588,3,701
7,3589,3,3
7,3591,4,1
7,3595,4,5
7,3598,3,261
7,3600,4,665
7,3601,4,1075
7,3603,5,730
7,3604,4,669
7,3605,3,5
7,3606,2,0
7,3607,3,3
7,3609,4,1127
7,3611,4,10
7,3612,3,6
7,3613,3,1
7,3615,3,1
7,3616,4,701
7,3619,5,2
7,3621,3,1
7,3622,3,1
7,3630,4,239
7,3632,3,1
7,3638,3,6
7,3643,4,0
7,3645,3,5
7,3653,4,2
7,3655,2,2
7,3658,3,2
7,3661,4,669
7,3662,3,81
7,3665,3,7
7,3667,2,3
7,3668,5,1043
7,3669,3,1
7,3672,4,1
7,3678,3,7
7,3679,3,1
7,3681,4,1043
7,3683,4,1
7,3684,3,0
7,3689,4,1043
7,3698,4,1
7,3700,3,0
7,3724,3,1081
7,3747,5,1154
7,3749,3,1236
7,3773,3,1101
7,3799,4,1043
7,3818,4,1043
7,3820,3,1043
7,3864,4,1232
7,3890,4,660
7,3898,4,669
7,3944,5,239
7,3974,4,803
7,3977,4,1091
7,3991,4,1228
7,4007,5,730
7,4030,4,1115
7,4084,3,734
7,4100,5,1222
7,4153,2,1322
7,4168,4,239
7,4196,4,1161
7,4234,4,717
7,4255,5,730
7,4256,5,717
7,4264,5,1322
7,4270,5,717
7,4277,5,744
7,4283,5,1101
7,4331,4,1076
7,4338,4,1043
7,4340,5,730
7,4346,5,239
7,4349,3,684
7,4351,3,304
7,4353,4,1128
7,4367,2,304
7,4369,4,665
7,4373,4,216
7,4377,5,669
7,4384,5,669
7,4390,4,669
7,4403,3,1091
7,4405,4,717
7,4413,5,1235
7,4417,5,664
7,4433,4,669
7,4435,4,669
7,4437,4,1043
7,4438,4,1043
7,4450,5,669
7,4452,4,730
7,4462,4,1237
7,4468,5,1101
7,4476,5,717
7,4491,4,1254
7,4494,5,1137
7,4497,4,1128
7,4505,4,1043
7,4506,5,1075
7,4515,4,1076
7,4516,5,695
7,4517,4,1043
7,4526,5,1043
7,4529,4,1101
7,4531,5,669
7,4535,5,1168
7,4536,5,1075
7,4558,5,1043
7,4564,4,730
7,4565,4,1043
7,4576,4,669
7,4577,5,1056
7,4584,4,1255
7,4588,5,669
7,4597,3,665
7,4605,4,669
7,4608,5,669
7,4610,3,1075
7,4616,4,717
7,4625,5,734
7,4627,4,669
7,4642,5,1322
7,4650,5,239
7,4651,5,717
7,4655,4,669
7,4659,3,1091
7,4660,4,730
7,4662,5,1161
7,4664,5,1283
7,4675,5,1043
7,4678,5,1052
7,4688,5,1043
7,4694,4,695
7,4697,5,1237
7,4702,5,1232
7,4710,5,730
7,4715,2,304
7,4717,4,669
7,4723,4,1130
7,4729,5,665
7,4736,5,730
7,4744,4,1160
7,4749,4,1043
7,4750,4,1342
7,4757,4,724
7,4763,5,669
7,4773,5,724
7,4774,4,1043
7,4776,5,239
7,4777,5,1043
7,4784,4,216
7,4787,4,1084
7,4798,4,730
7,4809,4,695
7,4824,3,1043
7,4829,4,1235
7,4831,4,695
7,4836,5,1043
7,4843,5,1084
7,4846,5,669
7,4851,5,660
7,4860,4,1075
7,4865,4,250
7,4866,5,695
7,4870,4,1043
7,4873,4,669
7,4876,4,717
7,4879,2,216
7,4886,4,239
7,4888,4,216
7,4901,4,1084
7,4922,4,1143
7,4925,4,699
7,4929,3,669
7,4930,3,239
7,4936,4,1043
7,4943,4,1043
7,4944,4,1084
7,4945,5,1043
7,4956,3,669
7,4957,5,1177
7,4963,4,1043
7,4964,4,216
7,4977,3,1164
7,4986,5,1172
7,4998,5,1237
7,5002,4,695
7,5009,3,1137
7,5016,5,724
7,5017,5,659
7,5024,5,1043
7,5026,5,1128
7,5028,4,261
7,5033,5,250
7,5045,5,1091
7,5055,4,717
7,5072,2,660
7,5078,4,1128
7,5081,3,1126
7,5099,5,239
7,5110,3,1101
7,5113,4,1043
7,5116,5,669
7,5131,4,1133
7,5144,3,666
7,5153,4,1127
7,5155,5,1101
7,5160,4,669
7,5161,4,660
7,5166,5,239
7,5173,5,1128
7,5183,5,239
7,5189,5,1177
7,5196,4,1043
7,5199,5,239
7,5215,5,684
7,5217,4,669
7,5239,5,1043
7,5290,5,1043
7,5292,3,717
7,5302,4,660
7,5310,5,660
7,5349,5,730
7,5352,4,1043
7,5360,4,314
7,5375,3,1322
7,5383,2,216
7,5424,3,669
7,5429,5,1322
7,5442,4,684
7,5452,4,1128
7,5463,5,1167
7,5469,3,1322
7,5486,4,307
7,5501,4,701
7,5504,4,669
7,5511,4,1043
7,5512,5,275
7,5522,5,672
7,5525,4,1043
7,5527,4,1043
7,5535,5,669
7,5559,5,1091
7,5580,4,1128
7,5582,5,659
7,5587,4,299
7,5595,5,669
7,5596,5,1043
7,5614,4,669
7,5635,2,734
7,5639,5,717
7,5641,5,250
7,5643,5,672
7,5649,5,1043
7,5651,5,730
7,5656,4,669
7,5662,4,299
7,5663,5,216
7,5666,4,299
7,5674,5,734
7,5689,5,1172
7,5702,3,669
7,5706,5,1224
7,5718,3,669
7,5719,5,664
7,5724,5,717
7,5728,3,659
7,5731,4,1043
7,5732,5,659
7,5751,3,1075
7,5755,4,660
7,5757,5,1043
7,5760,5,1167
7,5770,4,757
7,5782,5,1043
7,5789,2,734
7,5791,4,734
7,5793,4,744
7,5804,5,250
7,5821,4,1043
7,5839,4,692
7,5850,5,669
7,5852,5,717
7,5868,1,284
7,5877,3,299
7,5896,5,734
7,5900,4,669
7,5906,3,1043
7,5910,3,1101
7,5913,4,1101
7,5917,5,1043
7,5918,5,660
7,5921,4,801
7,5929,4,730
7,5932,4,1043
7,5937,5,1137
7,5938,4,1091
7,5941,4,660
7,5947,5,755
7,5963,4,746
7,5964,5,1052
7,5968,5,1076
7,5975,5,669
7,5976,5,717
7,5980,3,1075
7,6009,2,299
7,6024,3,717
7,6027,4,803
7,6029,4,1101
7,6032,5,685
7,6039,5,730
7,6040,5,669
7,6046,5,1167
7,6055,4,1133
7,6058,3,734
7,6059,4,1126
7,6060,4,735
7,6072,4,724
7,6073,3,1081
7,6084,4,1043
7,6090,3,1043
7,6092,4,1043
7,6094,5,1043
7,6099,5,717
7,6102,5,1043
7,6105,4,1056
7,6110,5,692
7,6112,4,701
7,6113,5,1052
7,6114,5,717
7,6118,3,659
7,6138,5,660
7,6144,5,735
7,6153,5,664
7,6159,4,1215
7,6165,5,1056
7,6178,5,730
7,6181,4,755
7,6184,3,1322
7,6185,4,1118
7,6187,4,307
7,6195,4,717
7,6196,4,665
7,6198,4,1128
7,6199,4,1167
7,6206,5,730
7,6208,5,1133
7,6211,5,1318
7,6212,4,1128
7,6215,5,717
7,6216,4,669
7,6222,4,701
7,6224,4,1133
7,6228,5,734
7,6246,5,730
7,6248,4,1056
7,6249,5,717
7,6257,4,803
7,6262,4,1181
7,6272,5,1101
7,6282,3,717
7,6290,4,693
7,6294,3,1147
7,6297,3,660
7,6305,3,659
7,6307,5,684
7,6309,4,1172
7,6310,4,692
7,6312,5,1137
7,6313,3,672
7,6324,4,717
7,6326,4,660
7,6332,4,1167
7,6333,5,1220
7,6338,4,1161
7,6348,5,1194
7,6353,5,730
7,6361,3,684
7,6371,4,1172
7,6374,5,684
7,6393,5,730
7,6395,4,697
7,6396,4,660
7,6407,4,701
7,6408,4,1167
7,6410,4,669
7,6413,5,757
7,6420,5,757
7,6422,5,1177
7,6435,4,1127
7,6436,4,1043
7,6439,5,669
7,6441,5,665
7,6450,5,693
7,6457,4,693
7,6458,5,659
7,6474,5,1091
7,6479,4,801
7,6485,4,669
7,6491,3,1043
7,6494,4,801
7,6501,3,666
7,6506,4,1224
7,6516,4,1084
7,6522,5,672
7,6527,4,660
7,6536,5,660
7,6537,5,724
7,6542,4,1043
7,6547,4,672
7,6552,4,672
7,6554,3,1248
7,6557,4,734
7,6577,5,717
7,6580,1,1320
7,6584,4,1043
7,6585,3,1191
7,6586,5,1052
7,6590,4,669
7,6596,5,730
7,6600,4,1096
7,6610,4,1194
7,6612,5,1043
7,6617,5,1198
7,6621,4,1137
7,6625,3,1320
7,6634,5,1240
7,6635,5,664
7,6638,5,1091
7,6652,5,1235
7,6661,5,1091
7,6667,5,664
7,6684,3,1319
7,6685,3,1075
7,6692,5,717
7,6699,4,659
7,6702,4,757
7,6704,3,1209
7,6707,5,1043
7,6710,3,1319
7,6720,4,669
7,6763,4,1181
7,6773,5,801
7,6800,5,659
7,6803,4,1184
7,6813,5,1076
7,6817,5,669
7,6821,3,1041
7,6829,5,1160
7,6844,4,1322
7,6845,3,1249
7,6848,4,659
7,6849,5,659
7,6855,4,669
7,6875,4,1137
7,6885,4,1342
7,6908,5,1139
7,6919,5,1075
7,6925,5,755
7,6927,5,730
7,6936,3,688
7,6949,4,669
7,6957,5,1167
7,6966,5,1235
7,6973,5,744
7,6978,5,1182
7,6985,4,665
7,6989,4,1141
7,6991,5,717
7,6998,5,695
7,7025,4,1322
7,7026,5,1043
7,7027,4,1305
7,7029,5,701
7,7033,4,669
7,7036,4,669
7,7045,4,669
7,7046,4,1043
7,7047,3,717
7,7052,3,730
7,7053,4,1091
7,7055,4,659
7,7056,5,757
7,7064,4,735
7,7072,4,1175
7,7075,4,669
7,7083,5,669
7,7087,5,1240
7,7092,4,840
7,7095,4,669
7,7103,4,464
7,7105,4,1215
7,7109,5,1322
7,7110,4,717
7,7111,4,672
7,7119,5,1128
7,7123,5,1091
7,7124,4,669
7,7131,4,672
7,7132,5,678
7,7139,5,717
7,7144,4,1158
7,7150,3,1319
7,7151,4,1127
7,7153,5,1137
7,7155,5,669
7,7161,5,1101
7,7184,4,669
7,7188,5,1076
7,7189,4,755
7,7192,4,734
7,7199,5,1147
7,7201,5,801
7,7203,5,1172
7,7204,5,1248
7,7205,3,664
7,7208,5,730
7,7211,5,730
7,7243,4,1222
7,7244,5,699
7,7248,4,1043
7,7256,4,659
7,7265,4,672
7,7271,5,692
7,7294,5,1043
7,7301,5,1075
7,7303,3,1151
7,7313,4,1043
7,7319,4,1043
7,7328,4,674
7,7338,3,672
7,7346,5,669
7,7352,5,669
7,7355,5,693
7,7358,2,1052
7,7360,5,801
7,7374,4,1215
7,7389,5,1043
7,7398,5,730
7,7399,4,669
7,7403,3,801
7,7418,5,685
7,7422,3,1141
7,7431,4,1091
7,7449,4,1137
7,7450,3,1043
7,7452,4,717
7,7463,3,1091
7,7466,5,734
7,7468,3,1043
7,7469,5,1084
7,7483,5,717
7,7484,5,672
7,7486,3,1076
7,7489,5,717
7,7506,3,1043
7,7507,4,685
7,7509,4,684
7,7510,5,730
7,7511,5,1043
7,7515,5,730
7,7521,3,801
7,7523,4,1043
7,7535,5,803
7,7536,5,730
7,7540,4,1115
7,7544,5,692
7,7546,5,1101
7,7548,5,669
7,7554,5,1101
7,7555,5,1132
7,7563,4,734
7,7565,4,669
7,7567,5,1043
7,7575,3,1043
7,7577,4,1161
7,7582,5,717
7,7602,5,669
7,7604,4,1133
7,7607,5,717
7,7608,4,669
7,7614,5,730
7,7616,4,684
7,7618,4,1137
7,7621,4,1091
7,7622,4,692
7,7638,4,684
7,7643,5,730
7,7648,5,717
7,7649,4,744
7,7658,4,684
7,7660,5,730
7,7662,4,1076
7,7666,5,900
7,7667,4,1043
7,7674,5,1043
7,7675,4,1137
7,7691,5,730
7,7697,5,730
7,7708,5,1101
7,7709,4,803
7,7714,5,1091
7,7722,3,717
7,7728,5,1043
7,7738,3,1101
7,7748,5,1043
7,7749,3,1101
7,7757,5,672
7,7772,4,1043
7,7776,5,730
7,7780,4,665
7,7786,3,717
7,7796,5,1043
7,7798,4,672
7,7799,5,1212
7,7802,4,1076
7,7803,5,724
7,7808,5,730
7,7814,5,1043
7,7816,4,1043
7,7820,3,730
7,7827,4,1075
7,7829,5,1043
7,7843,4,1228
7,7846,4,672
7,7851,4,1075
7,7855,5,730
7,7856,5,730
7,7864,4,717
7,7866,5,1076
7,7870,4,730
7,7874,5,730
7,7877,4,1172
7,7885,5,717
7,7889,3,1167
7,7896,3,1139
7,7899,4,801
7,7913,4,1322
7,7931,5,717
7,7934,3,1043
7,7939,5,1043
7,7940,5,730
7,7958,5,1101
7,7961,4,1043
7,7964,5,1076
7,7973,5,801
7,7982,4,1075
7,8004,4,1043
7,8011,3,801
7,8024,3,1101
7,8029,4,695
7,8031,5,730
7,8048,5,1056
7,8062,3,801
7,8077,4,1101
7,8084,5,1161
7,8086,5,730
7,8096,5,1161
7,8105,4,1075
7,8119,5,1091
7,8124,5,1116
7,8146,5,1172
7,8152,5,695
7,8156,4,1075
7,8185,3,1193
7,8191,4,1128
7,8196,4,1084
7,8219,4,1137
7,8222,4,1128
7,8227,4,665
7,8240,5,699
7,8246,3,1319
7,8255,5,724
7,8283,5,1177
7,8305,4,1043
7,8308,4,1151
7,8313,4,701
7,8321,4,1076
7,8334,5,1187
7,8347,5,1043
7,8350,3,1139
7,8354,3,1167
7,8356,3,1091
7,8361,5,1214
7,8375,3,1187
7,8383,4,1043
7,8386,4,1143
7,8388,5,695
7,8389,4,1052
7,8394,5,1101
7,8400,4,1105
7,8413,5,1043
7,8420,4,1232
7,8423,3,1043
7,8435,4,1224
7,8438,5,1172
7,8442,4,1128
7,8443,5,1075
7,8449,5,1137
7,8452,4,1144
7,8492,2,1200
7,8499,4,1148
7,8504,4,1218
7,8509,4,1198
7,8521,4,900
7,8532,5,1043
7,8533,4,1194
7,8551,4,1190
7,8553,4,1043
7,8568,5,1222
7,8573,4,737
7,8580,4,1205
7,8593,5,1207
7,8598,4,1043
7,8601,4,1043
7,8633,3,1198
7,8638,5,1043
7,8640,5,1200
7,8662,4,1133
7,8685,5,1240
7,8689,3,1124
7,8711,3,1318
7,8726,5,1076
7,8732,5,1043
7,8743,5,1148
7,8746,5,1320
7,8774,5,1167
7,8830,5,1052
7,8836,5,1194
7,8840,4,1043
7,8844,5,1043
7,8846,3,1110
7,8853,5,1052
7,8857,4,1139
7,8873,5,900
7,8878,4,1043
7,8882,4,1043
7,8889,3,1260
7,8896,4,1052
7,8917,4,1127
7,8943,5,1043
7,8951,5,1129
7,8957,3,1043
7,8958,4,1177
7,8966,4,1043
7,8968,4,1122
7,8994,4,1052
7,9009,4,1043
7,9020,3,1158
7,9040,2,1139
7,9058,5,1172
7,9064,5,1101
7,9067,4,1043
7,9073,4,1172
7,9100,5,1101
7,9106,4,1178
7,9108,5,1043
7,9113,4,1043
7,9132,4,1091
7,9152,4,1223
7,9177,4,1169
7,9191,4,1101
7,9204,5,1139
7,9229,4,1043
7,9231,4,1322
7,9240,4,1043
7,9241,5,1091
7,9259,4,1043
7,9276,5,1043
7,9294,5,1128
7,9298,4,1115
7,9314,5,1101
7,9321,4,1131
7,9323,4,1113
7,9334,4,1322
7,9341,5,1043
7,9353,4,1133
7,9358,4,1043
7,9385,4,1075
7,9401,5,1043
7,9402,4,1096
7,9406,5,1052
7,9414,3,1143
7,9427,4,1178
7,9444,4,1128
7,9447,5,1084
7,9471,2,1141
7,9479,4,1139
7,9490,4,1056
7,9498,4,1043
7,9504,5,1043
7,9505,5,1084
7,9510,3,1139
7,9571,4,1230
7,9579,5,1223
7,9588,4,1075
7,9591,4,1075
7,9592,5,1137
7,9594,4,1081
7,9597,3,1043
7,9621,4,1043
7,9635,4,1043
7,9640,3,1043
7,9650,4,1096
7,9655,5,1043
7,9667,5,1187
7,9686,5,1230
7,9687,5,1151
7,9708,3,1322
7,9733,5,1212
7,9751,5,1137
7,9760,3,1043
7,9765,3,1115
7,9767,5,1084
7,9771,4,1217
7,9775,4,1305
7,9778,4,1043
7,9783,4,1127
7,9786,3,1101
7,9794,5,1327
7,9821,5,1076
7,9822,5,1052
7,9836,4,1152
7,9843,3,1115
7,9851,2,1224
7,9861,2,1319
7,9866,5,1235
7,9878,4,1043
7,9883,4,1127
7,9890,4,1137
7,9894,3,1081
7,9895,5,1228
7,9903,5,1043
7,9924,4,1113
7,9962,4,1172
7,9968,3,1319
7,9972,5,1257
7,9983,4,1177
7,9985,4,1143
7,9987,3,1043
7,9992,4,1091
7,10018,5,1115
7,10020,4,1043
7,10033,5,1052
7,10047,4,1127
7,10051,4,1139
7,10055,4,1342
7,10070,4,1319
7,10101,5,1052
7,10111,4,1043
7,10143,5,1052
7,10165,5,1115
7,10166,4,1096
7,10209,4,1115
7,10240,5,1043
7,10247,4,1052
7,10249,5,1228
7,10267,5,1043
7,10273,4,1127
7,10285,4,1084
7,10290,4,1126
7,10293,4,1340
7,10296,4,1075
7,10300,5,1043
7,10313,5,1161
7,10314,5,1122
7,10316,5,1115
7,10317,5,1084
7,10351,5,1230
7,10352,5,1101
7,10354,3,1156
7,10368,5,1322
7,10389,5,1177
7,10395,5,1200
7,10417,4,1056
7,10422,5,1052
7,10427,5,1224
7,10436,4,1084
